,tweet id,user id,politician name,twitter handle,tweet text,tweet lang,tweet creation date,election year,x coordinate,y coordinate
20,941985874,813286,Barack Obama,BarackObama,"In La Crosse, WI. At a  ""Change We Need"" rally.  Watch it live at http://My.BarackObama.com/Livestream",en,2008-10-01 14:59:55+00:00,2008,3,2
21,987051154,813286,Barack Obama,BarackObama,"In Cincinnati, OH. At a ""Change We Need"" rally.  Watch it live at http://My.BarackObama.com/Livestream",en,2008-11-03 02:14:32+00:00,2008,3,2
22,1131683013,813286,Barack Obama,BarackObama,"is asking you to honor Dr. Martin Luther King, Jr by volunteering in your area. Visit http://USAservice.org or text SERVE to 56333 for info.",en,2009-01-19 23:01:08+00:00,2008,3,2
23,989945416,813286,Barack Obama,BarackObama,Asking for your vote today. For polling location info visit http://VoteForChange.com or call 877-874-6226. Make sure everyone votes!,en,2008-11-04 19:49:57+00:00,2008,3,2
24,981270619,813286,Barack Obama,BarackObama,"In Sunrise Fl. At an ""Early Vote for Change"" rally.  Watch it live at http://my.barackobama.com/livestream",en,2008-10-29 22:38:54+00:00,2008,3,2
25,839676449,15022633,Dennis Kucinich,Dennis_Kucinich,Recruiting signatures for the impeachment petition on kucinich.us: http://impeachment.kucinich.us/petition/,en,2008-06-20 17:30:58+00:00,2008,-2,-2
26,1104460469,15022633,Dennis Kucinich,Dennis_Kucinich,is about to give a speech on the floor of the house. Watch CSpan around 10am Eastern,en,2009-01-08 14:43:03+00:00,2008,-2,-2
27,1116114597,15022633,Dennis Kucinich,Dennis_Kucinich,Will be giving a one minute speech on Israel-Gaza this afternoon shortly after 2:00 pm Eastern. Watch on www.c-span.org,en,2009-01-13 17:29:16+00:00,2008,-2,-2
28,1107421824,15022633,Dennis Kucinich,Dennis_Kucinich,About to walk to the Floor of the House to speak on the economy. Should be on around 2:30 pm ET www.c-span.org,en,2009-01-09 19:12:35+00:00,2008,-2,-2
29,901996839,15022633,Dennis Kucinich,Dennis_Kucinich,"is on the Randi Rhodes show at 3:30pm ET, Thursday Aug 28th",en,2008-08-28 18:58:11+00:00,2008,-2,-2
30,1107771456,15022633,Dennis Kucinich,Dennis_Kucinich,On Hardball around 5:15 pm Eastern talking about ecominic policy.,en,2009-01-09 21:53:51+00:00,2008,-2,-2
31,1119256239,15022633,Dennis Kucinich,Dennis_Kucinich,"Help Dept of Peace win national poll!
http://tinyurl.com/64r567",en,2009-01-14 20:55:42+00:00,2008,-2,-2
32,934872797,15022633,Dennis Kucinich,Dennis_Kucinich,"Dennis is on the radio tonight, 8:04 pm: http://www.peterbcollins.com/",en,2008-09-25 20:59:52+00:00,2008,-2,-2
33,1119647758,15022633,Dennis Kucinich,Dennis_Kucinich,DOP now 2nd pl on Change.org poll! Vote: http://tinyurl.com/64r567,en,2009-01-14 23:41:57+00:00,2008,-2,-2
34,1106962633,15022633,Dennis Kucinich,Dennis_Kucinich,"Preparing for the Paycheck Protection Act debate, up in around 45 minutes. Watch on www.c-span.org",en,2009-01-09 15:52:44+00:00,2008,-2,-2
35,1144604938,15022633,Dennis Kucinich,Dennis_Kucinich,going to be on Fox business this morning around 11.15 Eastern,en,2009-01-24 14:32:50+00:00,2008,-2,-2
36,1116821331,15022633,Dennis Kucinich,Dennis_Kucinich,"For our friends in the UK, I will be on BBC Radio 4 tomorrow night at 10pm GMT (5pm EST) speaking about Gaza http://www.bbc.co.uk/radio",en,2009-01-13 22:37:45+00:00,2008,-2,-2
37,901999197,15022633,Dennis Kucinich,Dennis_Kucinich,is on Cairo Radio CBS Radio Seattle 4:33PM ET Aug 28th,en,2008-08-28 19:00:33+00:00,2008,-2,-2
38,901995283,15022633,Dennis Kucinich,Dennis_Kucinich,"is at the Central Presbyterian Church in Denver. Congress and the law, impeachment. Remember to sign the petition at http://kucinich.us",en,2008-08-28 18:56:24+00:00,2008,-2,-2
39,1150509445,15022633,Dennis Kucinich,Dennis_Kucinich,Will be speaking for 1 hour on the economy on the Floor of the House from around 7:30/8pm Eastern.  Watch www.c-span.org,en,2009-01-26 23:14:52+00:00,2008,-2,-2
40,948885668,15022633,Dennis Kucinich,Dennis_Kucinich,"on the bailout: We Had Alternatives
http://tinyurl.com/3r2v6k",en,2008-10-06 22:42:53+00:00,2008,-2,-2
41,902018423,15022633,Dennis Kucinich,Dennis_Kucinich,"is on FOXNews, Hannity & Colmes 9:00pm ET Aug 28th",en,2008-08-28 19:20:51+00:00,2008,-2,-2
42,901997917,15022633,Dennis Kucinich,Dennis_Kucinich,"is on WTAM 1100 AM in Cleveland OH, 4:10pm ET August 28th",en,2008-08-28 18:59:17+00:00,2008,-2,-2
43,1149789466,15022633,Dennis Kucinich,Dennis_Kucinich,on my way to the floor of the House to give a 1 minute speech around 3pm Eastern watch on www.c-span.org,en,2009-01-26 18:43:57+00:00,2008,-2,-2
44,868370469,15022633,Dennis Kucinich,Dennis_Kucinich,Live on C-SPAN,en,2008-07-25 18:53:50+00:00,2008,-2,-2
45,838949071,15022633,Dennis Kucinich,Dennis_Kucinich,Getting the Kucinich volunteers ready for the La Sagrada Familia Annual Festival this weekend.,en,2008-06-19 20:22:39+00:00,2008,-2,-2
46,1150321098,15022633,Dennis Kucinich,Dennis_Kucinich,on Glenn Beck now Fox news - economy.,en,2009-01-26 22:02:55+00:00,2008,-2,-2
47,900679962,15022633,Dennis Kucinich,Dennis_Kucinich,"is on The Ed Schultz Show 12:00PM to 3:00PM (Eastern), Wednesday August 27th",en,2008-08-27 16:45:43+00:00,2008,-2,-2
48,1118355343,15022633,Dennis Kucinich,Dennis_Kucinich,getting in line to do a 1 minute speech on the economy. Watch around 10am Eastern www.c-span.org,en,2009-01-14 14:38:53+00:00,2008,-2,-2
49,854981477,15022633,Dennis Kucinich,Dennis_Kucinich,Watch Dennis on C-SPAN live now (only viewable on RealPlayer): rtsp://video1.c-span.org/15days/e071008_npelosi.rm,en,2008-07-10 20:16:27+00:00,2008,-2,-2
50,1094556179,15416505,Mike Huckabee,GovMikeHuckabee,Blog: My Apology http://tinyurl.com/7andgb,en,2009-01-04 03:34:37+00:00,2008,6,6
51,1131215289,15416505,Mike Huckabee,GovMikeHuckabee,Blog: CA Facebook Group Forms http://tinyurl.com/9sbe37,en,2009-01-19 19:38:21+00:00,2008,6,6
52,1116688395,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Walking The Extra Mile http://tinyurl.com/77vrt3,en,2009-01-13 21:39:11+00:00,2008,6,6
53,1156577049,15416505,Mike Huckabee,GovMikeHuckabee,Blog: $1+ Trillion Stimulus? http://tinyurl.com/bsbdjz,cy,2009-01-28 21:41:42+00:00,2008,6,6
54,1157598582,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Looking For Grassroots Coordinators http://tinyurl.com/cw5gmd,en,2009-01-29 04:40:29+00:00,2008,6,6
55,1105945592,15416505,Mike Huckabee,GovMikeHuckabee,Blog: 1600+ Volunteers And Counting http://tinyurl.com/8afok3,en,2009-01-09 03:38:06+00:00,2008,6,6
56,1129389569,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Come Together, Join the Team http://tinyurl.com/7qv28u",en,2009-01-19 01:38:30+00:00,2008,6,6
57,1147834912,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""I Can Make A Real Difference"" http://tinyurl.com/bsm66f",en,2009-01-26 00:38:00+00:00,2008,6,6
58,1152330427,15416505,Mike Huckabee,GovMikeHuckabee,Blog: I Believe In Mike Huckabee http://tinyurl.com/dl8onv,en,2009-01-27 15:42:49+00:00,2008,6,6
59,1117310706,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Featured Candidate: Bob McDonnell http://tinyurl.com/a3nbfa,en,2009-01-14 02:35:57+00:00,2008,6,6
60,1095266800,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Volunteer Team Update http://tinyurl.com/85x3xx,nl,2009-01-04 15:36:29+00:00,2008,6,6
61,1158558133,15416505,Mike Huckabee,GovMikeHuckabee,@KG4ZXK thank you!,en,2009-01-29 14:36:40+00:00,2008,6,6
62,1124509685,15416505,Mike Huckabee,GovMikeHuckabee,"Pushing for 3,000 National Volunteer Team members by jan. 31...770 to go...please join today at www.huckpacvolunteer.com...",en,2009-01-16 19:43:29+00:00,2008,6,6
63,1136631286,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: 2,555 Volunteers And Counting... http://tinyurl.com/9up6tl",en,2009-01-21 16:43:44+00:00,2008,6,6
64,1109344407,15416505,Mike Huckabee,GovMikeHuckabee,Blog: 1800+ Volunteers And Counting http://tinyurl.com/8alvvb,en,2009-01-10 17:35:52+00:00,2008,6,6
65,1118358381,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""HuckPAC Is Leading The Way"" http://tinyurl.com/9yrf4g",en,2009-01-14 14:40:16+00:00,2008,6,6
66,1131494543,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Obama's ""Permanent Campaign"" http://tinyurl.com/96xgpw",en,2009-01-19 21:38:13+00:00,2008,6,6
67,1126280458,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Missouri Facebook Group Forms http://tinyurl.com/8xyfoo,en,2009-01-17 15:37:45+00:00,2008,6,6
68,1118358224,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Meet Our Team http://tinyurl.com/9nuu48,en,2009-01-14 14:40:12+00:00,2008,6,6
69,1133930295,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""It Will Be A Long Journey"" http://tinyurl.com/a2wjm3",en,2009-01-20 17:42:00+00:00,2008,6,6
70,1111066642,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Closing In On 2,000 http://tinyurl.com/75bxmr",en,2009-01-11 15:35:28+00:00,2008,6,6
71,1158576967,15416505,Mike Huckabee,GovMikeHuckabee,Blog: More Than Just My Vote http://tinyurl.com/bx6qdc,en,2009-01-29 14:43:59+00:00,2008,6,6
72,1156901994,15416505,Mike Huckabee,GovMikeHuckabee,Blog: **24 Hour Fundraising Countdown** http://tinyurl.com/csxlbs,en,2009-01-28 23:39:31+00:00,2008,6,6
73,1148065433,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: 244 Volunteers away from 3,000! http://tinyurl.com/bntyf9",en,2009-01-26 02:39:29+00:00,2008,6,6
74,1142352290,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Video: I'm A Huck PAC Volunteer http://tinyurl.com/blap4h,en,2009-01-23 16:41:29+00:00,2008,6,6
75,1140305615,16317406,Chris Dodd,SenChrisDodd,I applaud President Obama's executive order to close the U.S. military prison at Guantanamo Bay.,en,2009-01-22 22:01:08+00:00,2008,3,4
76,1053869644,16317406,Chris Dodd,SenChrisDodd,You can watch my auto rescue package floor statement from last night on YouTube: http://tinyurl.com/5r7fbe,en,2008-12-12 18:15:45+00:00,2008,3,4
77,1118859336,16317406,Chris Dodd,SenChrisDodd,"I'm receiving the award for authoring ""The Global Child Survival Act"" and my work on similar legislation.",en,2009-01-14 18:06:24+00:00,2008,3,4
78,1101967708,16317406,Chris Dodd,SenChrisDodd,"Walking down to the Russell Rotunda for an interview with MSNBC. I'll be on live at 10:01 EST, hope you can tune in.",en,2009-01-07 14:55:51+00:00,2008,3,4
79,1053894707,16317406,Chris Dodd,SenChrisDodd,"heading down to the Russell Rotunda for an interview with MSNBC, I'll be live with them shortly",en,2008-12-12 18:29:11+00:00,2008,3,4
80,1104493878,16317406,Chris Dodd,SenChrisDodd,Heading over to the HELP Cmte. for Tom Daschle's nomination hearing for HHS Secretary. You can watch it live on http://dodd.senate.gov,en,2009-01-08 15:00:13+00:00,2008,3,4
81,1121445965,16317406,Chris Dodd,SenChrisDodd,Taking a break from the Banking hearing to vote in favor of the Public Lands Bill,en,2009-01-15 17:14:40+00:00,2008,3,4
82,1121549970,16317406,Chris Dodd,SenChrisDodd,"The Public Lands Bill passed, extending the designation of the Quinebaug and Shetucket Rivers Valley as a Heritage Corridor through 2015",en,2009-01-15 17:57:27+00:00,2008,3,4
83,1150545841,16317406,Chris Dodd,SenChrisDodd,The Senate has just confirmed Tim Geithner as Treasury Secretary by a 60 - 34 vote.,en,2009-01-26 23:29:50+00:00,2008,3,4
84,1100606688,16317406,Chris Dodd,SenChrisDodd,My meeting with Tom underscored what I already knew: he is uniquely qualified to lead the next Administration’s health care reform efforts.,en,2009-01-06 23:32:26+00:00,2008,3,4
85,1050172457,16317406,Chris Dodd,SenChrisDodd,"Just finalized legislation to stabilize the domestic automobile industry, you can find a summary at http://dodd.senate.gov",en,2008-12-10 23:16:43+00:00,2008,3,4
86,1109196617,16317406,Chris Dodd,SenChrisDodd,Visiting with Luvena Leslie of New Haven to congratulate her on receiving tickets to the inauguration of President-Elect Barack Obama.,en,2009-01-10 16:06:24+00:00,2008,3,4
87,1102278482,16317406,Chris Dodd,SenChrisDodd,"Just announced my health care listening tour, ""Connecticut Prescriptions for Change"" You can find more information at http://dodd.senate.gov",en,2009-01-07 17:13:18+00:00,2008,3,4
88,1121127245,16317406,Chris Dodd,SenChrisDodd,"Heading to the Banking Committee to chair a hearing on nominations to the SEC, FED, and CEA. You can watch live on http://dodd.senate.gov",en,2009-01-15 15:04:30+00:00,2008,3,4
89,1102282750,16317406,Chris Dodd,SenChrisDodd,I want to hear directly from the people of Connecticut about how we can reform and improve our nation’s health care system.,en,2009-01-07 17:15:07+00:00,2008,3,4
90,1131630711,16317406,Chris Dodd,SenChrisDodd,Had the privilege of meeting with the Trumbull Marching Band this afternoon. Good luck to them in tomorrow's inaugural parade!,en,2009-01-19 22:37:39+00:00,2008,3,4
91,1116435285,16317406,Chris Dodd,SenChrisDodd,Announcing a new national report on the inappropriate use of seclusion and restraint on students in American schools.,en,2009-01-13 19:48:03+00:00,2008,3,4
92,1142897031,16317406,Chris Dodd,SenChrisDodd,Held the first town hall meeting of my Connecticut Prescriptions for Change listening tour this morning and the response was overwhelming.,en,2009-01-23 20:11:18+00:00,2008,3,4
93,1051559205,16317406,Chris Dodd,SenChrisDodd,"Going to the floor to speak about the auto industry rescue package, you can watch the debate live on C-Span2",en,2008-12-11 16:47:53+00:00,2008,3,4
94,1139126664,16317406,Chris Dodd,SenChrisDodd,On live with Connecticut Public Radio to discuss my CT Prescriptions for Change tour. Check http://dodd.senate.gov for more information.,en,2009-01-22 14:23:05+00:00,2008,3,4
95,1112910973,16317406,Chris Dodd,SenChrisDodd,Going live with the CBS Early Show to discuss the stimulus package.,en,2009-01-12 12:07:31+00:00,2008,3,4
96,1140308197,16317406,Chris Dodd,SenChrisDodd,We have taken a first step down the long road toward restoring our moral authority.,en,2009-01-22 22:02:12+00:00,2008,3,4
97,1074460281,16317406,Chris Dodd,SenChrisDodd,We are announcing a $14 billion contract awarded to General Dynamics for the construction of 8 Virginia-class submarines.,en,2008-12-23 15:47:17+00:00,2008,3,4
98,1118857123,16317406,Chris Dodd,SenChrisDodd,Speaking at ceremony to accept the Global Action for Children?s first annual Children?s Champion Award.,en,2009-01-14 18:05:29+00:00,2008,3,4
99,1152235968,16317406,Chris Dodd,SenChrisDodd,We'll focus on the performance of federal regulators who are expected to police such firms and what can be done to prevent future abuse.,en,2009-01-27 15:09:08+00:00,2008,3,4
100,2.6603563791904768e+,111216929,Jill Stein,DrJillStein,Still waiting to see if we get that 5%! Thanks for all your support!!,en,2012-11-07 04:33:33+00:00,2012,-3,-3
101,2.6606501773929267e+,111216929,Jill Stein,DrJillStein,We made HUGE strides with a tiny staff (&amp; many volunteers &amp;supporters)! Thanks to everyone from our HQ staff tonight! http://t.co/IAxXJJss,en,2012-11-07 06:30:18+00:00,2012,-3,-3
102,2.6634554117521818e+,111216929,Jill Stein,DrJillStein,"We were outspent 5,000-to-1 and each staffer did the work of many. Meet the tiny team behind our historic campaign: http://t.co/SlK0m44w",en,2012-11-08 01:05:00+00:00,2012,-3,-3
103,2.6599453024177766e+,111216929,Jill Stein,DrJillStein,"""If we sacrifice liberty for the sake of security, we will wind up losing both."" Benjamin Franklin #Wikileaks #NowThatsADebate",en,2012-11-07 01:50:12+00:00,2012,-3,-3
104,2.660618449831854e+,111216929,Jill Stein,DrJillStein,PHOTO from @JillStein2012 HQ tonight! http://t.co/lWzMxZ17,en,2012-11-07 06:17:41+00:00,2012,-3,-3
105,2.660151630926971e+,111216929,Jill Stein,DrJillStein,"RT @thefabledgamer: Here are the numbers according to Google.  Just click ""show all candidates. http://t.co/QdNmO6Io #election2012",en,2012-11-07 03:12:11+00:00,2012,-3,-3
106,2.6598573519733146e+,111216929,Jill Stein,DrJillStein,Be seen being #Green! Join events across the US! (or host your own!) http://t.co/iITSeNz4 #MakeYourVoteCount PLS RT,en,2012-11-07 01:15:15+00:00,2012,-3,-3
107,2.6601228835868262e+,111216929,Jill Stein,DrJillStein,VIDEO: Open Letter To Michael Moore @MMFlint : Drop #Obama &amp; Go #Green via @dennistrainorjr http://t.co/vy9iJk0x PLS RT,en,2012-11-07 03:00:46+00:00,2012,-3,-3
108,2.660320636464046e+,111216929,Jill Stein,DrJillStein,LIVE Google+ hangout NOW - @JillStein2012 &amp; @CheriHonkala reminisce about the campaign (&amp; civil disobedience) http://t.co/eTtdIRuM #DNVote,en,2012-11-07 04:19:21+00:00,2012,-3,-3
109,2.6597313772692685e+,111216929,Jill Stein,DrJillStein,"Excellent map &amp; guide to avoid (or report) problems yourself! #Voter Suppression, Explained via @MotherJones http://t.co/ey1Y3cGk PLS RT",en,2012-11-07 00:25:12+00:00,2012,-3,-3
110,2.6602865476776755e+,111216929,Jill Stein,DrJillStein,JOIN US NOW! Live Chat w/ #GreenParty candidates @JillStein2012 &amp; @CheriHonkala http://t.co/bI1snBu5 #DNvote #Election2012 #p2,en,2012-11-07 04:05:48+00:00,2012,-3,-3
111,2.660309407431598e+,111216929,Jill Stein,DrJillStein,Join the live chat now! Listen to how the #GreenParty is growing!! Celebrate with @JillStein2012 http://t.co/yFh5JhqC #VoteGreen,en,2012-11-07 04:14:53+00:00,2012,-3,-3
112,2.689200394895483e+,111216929,Jill Stein,DrJillStein,Please be sure to connect w/ the national #GreenParty to stay connected to our efforts! Follow @GPUS &amp; Like on Facebook http://t.co/OtrdZOk2,en,2012-11-15 03:35:08+00:00,2012,-3,-3
113,2.659644615364731e+,111216929,Jill Stein,DrJillStein,Be Seen Being #Green! Check out @JillStein2012 supporters from across the US standing up for a #GreenNewDeal - join us! http://t.co/qMhj5Vgf,en,2012-11-06 23:50:43+00:00,2012,-3,-3
114,2.660417942303744e+,111216929,Jill Stein,DrJillStein,@sheepdog_jl It guarantees $20 million in federal funding next time around. Total game changer!,en,2012-11-07 04:58:01+00:00,2012,-3,-3
115,2.6598813023719424e+,111216929,Jill Stein,DrJillStein,Live #GreenParty Election night coverage 8pm EST 5pm PST Guests like @CheriHonkala &amp; Live Chat http://t.co/xex8yuvk #ows #p2 #election2012,en,2012-11-07 01:24:46+00:00,2012,-3,-3
116,2.6599113555248326e+,111216929,Jill Stein,DrJillStein,"@daveparnell_ If we get 5%, it will be a serious game-changer for US politics!",en,2012-11-07 01:36:43+00:00,2012,-3,-3
117,2.6603426110939136e+,111216929,Jill Stein,DrJillStein,LIVE NOW! Election Night Hangout with @JillStein2012 talks about navigating through #Sandy - YouTube http://t.co/2A4FYm8W,en,2012-11-07 04:28:05+00:00,2012,-3,-3
118,2.6602754151979827e+,111216929,Jill Stein,DrJillStein,LIVE NOW! Election Night Google+ Hangout with @JillStein2012 and @CheriHonkala - YouTube http://t.co/N1yEC7s2,en,2012-11-07 04:01:23+00:00,2012,-3,-3
119,2.6883191552672966e+,111216929,Jill Stein,DrJillStein,Happy Anniversary! RT @cheenoguy: @jillstein2012 Can my wife @Happy2bMelMel get anniversary wishes from the lady she wrote in for president?,en,2012-11-14 21:44:57+00:00,2012,-3,-3
120,2.6602207374543258e+,111216929,Jill Stein,DrJillStein,@ayla31885 Here's one site to check: http://t.co/QdNmO6Io,en,2012-11-07 03:39:39+00:00,2012,-3,-3
121,2.680733987673252e+,111216929,Jill Stein,DrJillStein,@number1framer Read this to find out numbers and all of our collective achievements - http://t.co/XLD5lTej,en,2012-11-12 19:30:53+00:00,2012,-3,-3
122,2.6600501678613296e+,111216929,Jill Stein,DrJillStein,@laylamayville Search results by state here: http://t.co/b4F7qRvQ,en,2012-11-07 02:31:52+00:00,2012,-3,-3
123,2.937483218797445e+,813286,Barack Obama,BarackObama,"""This party is just another way to say something we can never say enough: thank you."" —The President at last night's ball for servicemembers",en,2013-01-22 15:53:52+00:00,2012,6,6
124,2.9667785345663386e+,813286,Barack Obama,BarackObama,We are a nation of immigrants. http://t.co/W1K7uVMk,en,2013-01-30 17:54:47+00:00,2012,6,6
125,2.93432e+,813286,Barack Obama,BarackObama,You can watch President Obama's second inaugural address in full here: http://t.co/6MKXqGso,en,2013-01-21 18:56:12+00:00,2012,6,6
126,2.9597334019414426e+,813286,Barack Obama,BarackObama,"""If, like me, you want this time to be different, then I need your help to make it different."" http://t.co/FRbetntJ #NowIsTheTime",en,2013-01-28 19:15:17+00:00,2012,6,6
127,2.963448881176904e+,813286,Barack Obama,BarackObama,"""We define ourselves as a nation of immigrants."" —President Obama",en,2013-01-29 19:51:41+00:00,2012,6,6
128,2.934045189457838e+,813286,Barack Obama,BarackObama,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote.,en,2013-01-21 17:07:43+00:00,2012,6,6
129,2.934055904688456e+,813286,Barack Obama,BarackObama,"Thank you, God Bless you, and may He forever bless these United States of America.",en,2013-01-21 17:11:58+00:00,2012,6,6
130,2.9341874682608845e+,813286,Barack Obama,BarackObama,The full text of President Obama's second inaugural address: http://t.co/UgzSItjK,en,2013-01-21 18:04:15+00:00,2012,6,6
131,2.934045946697605e+,813286,Barack Obama,BarackObama,Our journey is not complete until we find a better way to welcome the immigrants who still see America as a land of opportunity.,en,2013-01-21 17:08:01+00:00,2012,6,6
132,2.9676628419925606e+,813286,Barack Obama,BarackObama,"""Be courageous. Americans are counting on you."" — @GabbyGiffords urging the Senate today to take action on gun violence http://t.co/RkBiJnu5",en,2013-01-30 23:46:11+00:00,2012,6,6
133,2.9449564922590406e+,813286,Barack Obama,BarackObama,The President's view on Monday: http://t.co/09kJVJSz,en,2013-01-24 17:23:29+00:00,2012,6,6
134,2.963472836608901e+,813286,Barack Obama,BarackObama,"""A lot of folks forget that most of ‘us’ used to be ‘them.’"" —President Obama",en,2013-01-29 20:01:12+00:00,2012,6,6
135,2.9634548622965965e+,813286,Barack Obama,BarackObama,"""We have to make sure that every business &amp; every worker in America is playing by the same set of rules.""—President Obama #immigrationreform",en,2013-01-29 19:54:04+00:00,2012,6,6
136,2.9558696696204486e+,813286,Barack Obama,BarackObama,Photo of the day: Bo in the snow. http://t.co/ptHilNP0,en,2013-01-27 17:39:59+00:00,2012,6,6
137,2.934050242294047e+,813286,Barack Obama,BarackObama,"We cannot mistake absolutism for principle, or substitute spectacle for politics, or treat name-calling as reasoned debate.",en,2013-01-21 17:09:43+00:00,2012,6,6
138,2.934054066618573e+,813286,Barack Obama,BarackObama,"You and I, as citizens, have the obligation to shape the debates of our time.",en,2013-01-21 17:11:14+00:00,2012,6,6
139,2.9340500008700314e+,813286,Barack Obama,BarackObama,"Decisions are upon us, and we cannot afford delay.",en,2013-01-21 17:09:37+00:00,2012,6,6
140,2.9634645708518195e+,813286,Barack Obama,BarackObama,"""Second, we have to deal with the 11 million individuals who are here illegally."" —President Obama #immigrationreform",en,2013-01-29 19:57:55+00:00,2012,6,6
141,2.963484032841851e+,813286,Barack Obama,BarackObama,"""This is not just a debate about policy. It's about people."" —President Obama #immigrationreform",en,2013-01-29 20:05:39+00:00,2012,6,6
