tweet id,user id,politician name,twitter handle,tweet text,tweet lang,tweet translated,tweet creation date,election year,x coordinate,y coordinate
969610873,813286,Barack Obama,BarackObama,"In Miami, FL. At a ""Change We Need"" rally.  Watch it live at http://My.BarackObama.com/Livestream",en,"In Miami, FL. At a ""Change We Need"" rally.  Watch it live at http://My.BarackObama.com/Livestream",2008-10-21 22:02:21+00:00,2008,3,2
951497126,813286,Barack Obama,BarackObama,"With Senator Evan Bayh at a ""Change We Need"" Rally in Indianapolis, Indiana.  Watch it live at http://My.BarackObama.com/Livestream",en,"With Senator Evan Bayh at a ""Change We Need"" Rally in Indianapolis, Indiana.  Watch it live at http://My.BarackObama.com/Livestream",2008-10-08 16:30:11+00:00,2008,3,2
968082414,813286,Barack Obama,BarackObama,"In Orlando, FL.  At an ""Early Vote for Change Rally"" with Hillary Clinton.  Watch it live at http://my.barackobama.com/livestream",en,"In Orlando, FL.  At an ""Early Vote for Change Rally"" with Hillary Clinton.  Watch it live at http://my.barackobama.com/livestream",2008-10-20 22:06:33+00:00,2008,3,2
967723827,813286,Barack Obama,BarackObama,"In Tampa, FL at an ""Early Vote for Change"" rally.  Watch it live at http://My.BarackObama.com/LiveStream",en,"In Tampa, FL at an ""Early Vote for Change"" rally.  Watch it live at http://My.BarackObama.com/LiveStream",2008-10-20 17:13:56+00:00,2008,3,2
970751903,813286,Barack Obama,BarackObama,"In Richmond, VA.  At a ""Change We Need"" rally at the Richmond Coliseum.  Watch it live at http://My.BarackObama.com/Livestream",en,"In Richmond, VA.  At a ""Change We Need"" rally at the Richmond Coliseum.  Watch it live at http://My.BarackObama.com/Livestream",2008-10-22 16:52:14+00:00,2008,3,2
941985874,813286,Barack Obama,BarackObama,"In La Crosse, WI. At a  ""Change We Need"" rally.  Watch it live at http://My.BarackObama.com/Livestream",en,"In La Crosse, WI. At a  ""Change We Need"" rally.  Watch it live at http://My.BarackObama.com/Livestream",2008-10-01 14:59:55+00:00,2008,3,2
987051154,813286,Barack Obama,BarackObama,"In Cincinnati, OH. At a ""Change We Need"" rally.  Watch it live at http://My.BarackObama.com/Livestream",en,"In Cincinnati, OH. At a ""Change We Need"" rally.  Watch it live at http://My.BarackObama.com/Livestream",2008-11-03 02:14:32+00:00,2008,3,2
1131683013,813286,Barack Obama,BarackObama,"is asking you to honor Dr. Martin Luther King, Jr by volunteering in your area. Visit http://USAservice.org or text SERVE to 56333 for info.",en,"is asking you to honor Dr. Martin Luther King, Jr by volunteering in your area. Visit http://USAservice.org or text SERVE to 56333 for info.",2009-01-19 23:01:08+00:00,2008,3,2
989945416,813286,Barack Obama,BarackObama,Asking for your vote today. For polling location info visit http://VoteForChange.com or call 877-874-6226. Make sure everyone votes!,en,Asking for your vote today. For polling location info visit http://VoteForChange.com or call 877-874-6226. Make sure everyone votes!,2008-11-04 19:49:57+00:00,2008,3,2
981270619,813286,Barack Obama,BarackObama,"In Sunrise Fl. At an ""Early Vote for Change"" rally.  Watch it live at http://my.barackobama.com/livestream",en,"In Sunrise Fl. At an ""Early Vote for Change"" rally.  Watch it live at http://my.barackobama.com/livestream",2008-10-29 22:38:54+00:00,2008,3,2
839676449,15022633,Dennis Kucinich,Dennis_Kucinich,Recruiting signatures for the impeachment petition on kucinich.us: http://impeachment.kucinich.us/petition/,en,Recruiting signatures for the impeachment petition on kucinich.us: http://impeachment.kucinich.us/petition/,2008-06-20 17:30:58+00:00,2008,-2,-2
1104460469,15022633,Dennis Kucinich,Dennis_Kucinich,is about to give a speech on the floor of the house. Watch CSpan around 10am Eastern,en,is about to give a speech on the floor of the house. Watch CSpan around 10am Eastern,2009-01-08 14:43:03+00:00,2008,-2,-2
1116114597,15022633,Dennis Kucinich,Dennis_Kucinich,Will be giving a one minute speech on Israel-Gaza this afternoon shortly after 2:00 pm Eastern. Watch on www.c-span.org,en,Will be giving a one minute speech on Israel-Gaza this afternoon shortly after 2:00 pm Eastern. Watch on www.c-span.org,2009-01-13 17:29:16+00:00,2008,-2,-2
1107421824,15022633,Dennis Kucinich,Dennis_Kucinich,About to walk to the Floor of the House to speak on the economy. Should be on around 2:30 pm ET www.c-span.org,en,About to walk to the Floor of the House to speak on the economy. Should be on around 2:30 pm ET www.c-span.org,2009-01-09 19:12:35+00:00,2008,-2,-2
901996839,15022633,Dennis Kucinich,Dennis_Kucinich,"is on the Randi Rhodes show at 3:30pm ET, Thursday Aug 28th",en,"is on the Randi Rhodes show at 3:30pm ET, Thursday Aug 28th",2008-08-28 18:58:11+00:00,2008,-2,-2
1107771456,15022633,Dennis Kucinich,Dennis_Kucinich,On Hardball around 5:15 pm Eastern talking about ecominic policy.,en,On Hardball around 5:15 pm Eastern talking about ecominic policy.,2009-01-09 21:53:51+00:00,2008,-2,-2
1119256239,15022633,Dennis Kucinich,Dennis_Kucinich,"Help Dept of Peace win national poll!
http://tinyurl.com/64r567",en,"Help Dept of Peace win national poll!
http://tinyurl.com/64r567",2009-01-14 20:55:42+00:00,2008,-2,-2
934872797,15022633,Dennis Kucinich,Dennis_Kucinich,"Dennis is on the radio tonight, 8:04 pm: http://www.peterbcollins.com/",en,"Dennis is on the radio tonight, 8:04 pm: http://www.peterbcollins.com/",2008-09-25 20:59:52+00:00,2008,-2,-2
1119647758,15022633,Dennis Kucinich,Dennis_Kucinich,DOP now 2nd pl on Change.org poll! Vote: http://tinyurl.com/64r567,en,DOP now 2nd pl on Change.org poll! Vote: http://tinyurl.com/64r567,2009-01-14 23:41:57+00:00,2008,-2,-2
1106962633,15022633,Dennis Kucinich,Dennis_Kucinich,"Preparing for the Paycheck Protection Act debate, up in around 45 minutes. Watch on www.c-span.org",en,"Preparing for the Paycheck Protection Act debate, up in around 45 minutes. Watch on www.c-span.org",2009-01-09 15:52:44+00:00,2008,-2,-2
1144604938,15022633,Dennis Kucinich,Dennis_Kucinich,going to be on Fox business this morning around 11.15 Eastern,en,going to be on Fox business this morning around 11.15 Eastern,2009-01-24 14:32:50+00:00,2008,-2,-2
1116821331,15022633,Dennis Kucinich,Dennis_Kucinich,"For our friends in the UK, I will be on BBC Radio 4 tomorrow night at 10pm GMT (5pm EST) speaking about Gaza http://www.bbc.co.uk/radio",en,"For our friends in the UK, I will be on BBC Radio 4 tomorrow night at 10pm GMT (5pm EST) speaking about Gaza http://www.bbc.co.uk/radio",2009-01-13 22:37:45+00:00,2008,-2,-2
901999197,15022633,Dennis Kucinich,Dennis_Kucinich,is on Cairo Radio CBS Radio Seattle 4:33PM ET Aug 28th,en,is on Cairo Radio CBS Radio Seattle 4:33PM ET Aug 28th,2008-08-28 19:00:33+00:00,2008,-2,-2
901995283,15022633,Dennis Kucinich,Dennis_Kucinich,"is at the Central Presbyterian Church in Denver. Congress and the law, impeachment. Remember to sign the petition at http://kucinich.us",en,"is at the Central Presbyterian Church in Denver. Congress and the law, impeachment. Remember to sign the petition at http://kucinich.us",2008-08-28 18:56:24+00:00,2008,-2,-2
1150509445,15022633,Dennis Kucinich,Dennis_Kucinich,Will be speaking for 1 hour on the economy on the Floor of the House from around 7:30/8pm Eastern.  Watch www.c-span.org,en,Will be speaking for 1 hour on the economy on the Floor of the House from around 7:30/8pm Eastern.  Watch www.c-span.org,2009-01-26 23:14:52+00:00,2008,-2,-2
948885668,15022633,Dennis Kucinich,Dennis_Kucinich,"on the bailout: We Had Alternatives
http://tinyurl.com/3r2v6k",en,"on the bailout: We Had Alternatives
http://tinyurl.com/3r2v6k",2008-10-06 22:42:53+00:00,2008,-2,-2
902018423,15022633,Dennis Kucinich,Dennis_Kucinich,"is on FOXNews, Hannity & Colmes 9:00pm ET Aug 28th",en,"is on FOXNews, Hannity & Colmes 9:00pm ET Aug 28th",2008-08-28 19:20:51+00:00,2008,-2,-2
901997917,15022633,Dennis Kucinich,Dennis_Kucinich,"is on WTAM 1100 AM in Cleveland OH, 4:10pm ET August 28th",en,"is on WTAM 1100 AM in Cleveland OH, 4:10pm ET August 28th",2008-08-28 18:59:17+00:00,2008,-2,-2
1149789466,15022633,Dennis Kucinich,Dennis_Kucinich,on my way to the floor of the House to give a 1 minute speech around 3pm Eastern watch on www.c-span.org,en,on my way to the floor of the House to give a 1 minute speech around 3pm Eastern watch on www.c-span.org,2009-01-26 18:43:57+00:00,2008,-2,-2
868370469,15022633,Dennis Kucinich,Dennis_Kucinich,Live on C-SPAN,en,Live on C-SPAN,2008-07-25 18:53:50+00:00,2008,-2,-2
838949071,15022633,Dennis Kucinich,Dennis_Kucinich,Getting the Kucinich volunteers ready for the La Sagrada Familia Annual Festival this weekend.,en,Getting the Kucinich volunteers ready for the La Sagrada Familia Annual Festival this weekend.,2008-06-19 20:22:39+00:00,2008,-2,-2
1150321098,15022633,Dennis Kucinich,Dennis_Kucinich,on Glenn Beck now Fox news - economy.,en,on Glenn Beck now Fox news - economy.,2009-01-26 22:02:55+00:00,2008,-2,-2
900679962,15022633,Dennis Kucinich,Dennis_Kucinich,"is on The Ed Schultz Show 12:00PM to 3:00PM (Eastern), Wednesday August 27th",en,"is on The Ed Schultz Show 12:00PM to 3:00PM (Eastern), Wednesday August 27th",2008-08-27 16:45:43+00:00,2008,-2,-2
1118355343,15022633,Dennis Kucinich,Dennis_Kucinich,getting in line to do a 1 minute speech on the economy. Watch around 10am Eastern www.c-span.org,en,getting in line to do a 1 minute speech on the economy. Watch around 10am Eastern www.c-span.org,2009-01-14 14:38:53+00:00,2008,-2,-2
854981477,15022633,Dennis Kucinich,Dennis_Kucinich,Watch Dennis on C-SPAN live now (only viewable on RealPlayer): rtsp://video1.c-span.org/15days/e071008_npelosi.rm,en,Watch Dennis on C-SPAN live now (only viewable on RealPlayer): rtsp://video1.c-span.org/15days/e071008_npelosi.rm,2008-07-10 20:16:27+00:00,2008,-2,-2
1094556179,15416505,Mike Huckabee,GovMikeHuckabee,Blog: My Apology http://tinyurl.com/7andgb,en,Blog: My Apology http://tinyurl.com/7andgb,2009-01-04 03:34:37+00:00,2008,6,6
1131215289,15416505,Mike Huckabee,GovMikeHuckabee,Blog: CA Facebook Group Forms http://tinyurl.com/9sbe37,en,Blog: CA Facebook Group Forms http://tinyurl.com/9sbe37,2009-01-19 19:38:21+00:00,2008,6,6
1116688395,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Walking The Extra Mile http://tinyurl.com/77vrt3,en,Blog: Walking The Extra Mile http://tinyurl.com/77vrt3,2009-01-13 21:39:11+00:00,2008,6,6
1156577049,15416505,Mike Huckabee,GovMikeHuckabee,Blog: $1+ Trillion Stimulus? http://tinyurl.com/bsbdjz,cy,Blog: $1+ Trillion Stimulus? http://tinyurl.com/bsbdjz,2009-01-28 21:41:42+00:00,2008,6,6
1157598582,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Looking For Grassroots Coordinators http://tinyurl.com/cw5gmd,en,Blog: Looking For Grassroots Coordinators http://tinyurl.com/cw5gmd,2009-01-29 04:40:29+00:00,2008,6,6
1105945592,15416505,Mike Huckabee,GovMikeHuckabee,Blog: 1600+ Volunteers And Counting http://tinyurl.com/8afok3,en,Blog: 1600+ Volunteers And Counting http://tinyurl.com/8afok3,2009-01-09 03:38:06+00:00,2008,6,6
1129389569,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Come Together, Join the Team http://tinyurl.com/7qv28u",en,"Blog: Come Together, Join the Team http://tinyurl.com/7qv28u",2009-01-19 01:38:30+00:00,2008,6,6
1147834912,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""I Can Make A Real Difference"" http://tinyurl.com/bsm66f",en,"Blog: ""I Can Make A Real Difference"" http://tinyurl.com/bsm66f",2009-01-26 00:38:00+00:00,2008,6,6
1152330427,15416505,Mike Huckabee,GovMikeHuckabee,Blog: I Believe In Mike Huckabee http://tinyurl.com/dl8onv,en,Blog: I Believe In Mike Huckabee http://tinyurl.com/dl8onv,2009-01-27 15:42:49+00:00,2008,6,6
1117310706,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Featured Candidate: Bob McDonnell http://tinyurl.com/a3nbfa,en,Blog: Featured Candidate: Bob McDonnell http://tinyurl.com/a3nbfa,2009-01-14 02:35:57+00:00,2008,6,6
1095266800,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Volunteer Team Update http://tinyurl.com/85x3xx,nl,Blog: Volunteer Team Update http://tinyurl.com/85x3xx,2009-01-04 15:36:29+00:00,2008,6,6
1158558133,15416505,Mike Huckabee,GovMikeHuckabee,@KG4ZXK thank you!,en,@KG4ZXK thank you!,2009-01-29 14:36:40+00:00,2008,6,6
1124509685,15416505,Mike Huckabee,GovMikeHuckabee,"Pushing for 3,000 National Volunteer Team members by jan. 31...770 to go...please join today at www.huckpacvolunteer.com...",en,"Pushing for 3,000 National Volunteer Team members by jan. 31...770 to go...please join today at www.huckpacvolunteer.com...",2009-01-16 19:43:29+00:00,2008,6,6
1136631286,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: 2,555 Volunteers And Counting... http://tinyurl.com/9up6tl",en,"Blog: 2,555 Volunteers And Counting... http://tinyurl.com/9up6tl",2009-01-21 16:43:44+00:00,2008,6,6
1109344407,15416505,Mike Huckabee,GovMikeHuckabee,Blog: 1800+ Volunteers And Counting http://tinyurl.com/8alvvb,en,Blog: 1800+ Volunteers And Counting http://tinyurl.com/8alvvb,2009-01-10 17:35:52+00:00,2008,6,6
1118358381,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""HuckPAC Is Leading The Way"" http://tinyurl.com/9yrf4g",en,"Blog: ""HuckPAC Is Leading The Way"" http://tinyurl.com/9yrf4g",2009-01-14 14:40:16+00:00,2008,6,6
1131494543,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Obama's ""Permanent Campaign"" http://tinyurl.com/96xgpw",en,"Blog: Obama's ""Permanent Campaign"" http://tinyurl.com/96xgpw",2009-01-19 21:38:13+00:00,2008,6,6
1126280458,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Missouri Facebook Group Forms http://tinyurl.com/8xyfoo,en,Blog: Missouri Facebook Group Forms http://tinyurl.com/8xyfoo,2009-01-17 15:37:45+00:00,2008,6,6
1118358224,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Meet Our Team http://tinyurl.com/9nuu48,en,Blog: Meet Our Team http://tinyurl.com/9nuu48,2009-01-14 14:40:12+00:00,2008,6,6
1133930295,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""It Will Be A Long Journey"" http://tinyurl.com/a2wjm3",en,"Blog: ""It Will Be A Long Journey"" http://tinyurl.com/a2wjm3",2009-01-20 17:42:00+00:00,2008,6,6
1111066642,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Closing In On 2,000 http://tinyurl.com/75bxmr",en,"Blog: Closing In On 2,000 http://tinyurl.com/75bxmr",2009-01-11 15:35:28+00:00,2008,6,6
1158576967,15416505,Mike Huckabee,GovMikeHuckabee,Blog: More Than Just My Vote http://tinyurl.com/bx6qdc,en,Blog: More Than Just My Vote http://tinyurl.com/bx6qdc,2009-01-29 14:43:59+00:00,2008,6,6
1156901994,15416505,Mike Huckabee,GovMikeHuckabee,Blog: **24 Hour Fundraising Countdown** http://tinyurl.com/csxlbs,en,Blog: **24 Hour Fundraising Countdown** http://tinyurl.com/csxlbs,2009-01-28 23:39:31+00:00,2008,6,6
1148065433,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: 244 Volunteers away from 3,000! http://tinyurl.com/bntyf9",en,"Blog: 244 Volunteers away from 3,000! http://tinyurl.com/bntyf9",2009-01-26 02:39:29+00:00,2008,6,6
1142352290,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Video: I'm A Huck PAC Volunteer http://tinyurl.com/blap4h,en,Blog: Video: I'm A Huck PAC Volunteer http://tinyurl.com/blap4h,2009-01-23 16:41:29+00:00,2008,6,6
1140305615,16317406,Chris Dodd,SenChrisDodd,I applaud President Obama's executive order to close the U.S. military prison at Guantanamo Bay.,en,I applaud President Obama's executive order to close the U.S. military prison at Guantanamo Bay.,2009-01-22 22:01:08+00:00,2008,3,4
1053869644,16317406,Chris Dodd,SenChrisDodd,You can watch my auto rescue package floor statement from last night on YouTube: http://tinyurl.com/5r7fbe,en,You can watch my auto rescue package floor statement from last night on YouTube: http://tinyurl.com/5r7fbe,2008-12-12 18:15:45+00:00,2008,3,4
1118859336,16317406,Chris Dodd,SenChrisDodd,"I'm receiving the award for authoring ""The Global Child Survival Act"" and my work on similar legislation.",en,"I'm receiving the award for authoring ""The Global Child Survival Act"" and my work on similar legislation.",2009-01-14 18:06:24+00:00,2008,3,4
1101967708,16317406,Chris Dodd,SenChrisDodd,"Walking down to the Russell Rotunda for an interview with MSNBC. I'll be on live at 10:01 EST, hope you can tune in.",en,"Walking down to the Russell Rotunda for an interview with MSNBC. I'll be on live at 10:01 EST, hope you can tune in.",2009-01-07 14:55:51+00:00,2008,3,4
1053894707,16317406,Chris Dodd,SenChrisDodd,"heading down to the Russell Rotunda for an interview with MSNBC, I'll be live with them shortly",en,"heading down to the Russell Rotunda for an interview with MSNBC, I'll be live with them shortly",2008-12-12 18:29:11+00:00,2008,3,4
1104493878,16317406,Chris Dodd,SenChrisDodd,Heading over to the HELP Cmte. for Tom Daschle's nomination hearing for HHS Secretary. You can watch it live on http://dodd.senate.gov,en,Heading over to the HELP Cmte. for Tom Daschle's nomination hearing for HHS Secretary. You can watch it live on http://dodd.senate.gov,2009-01-08 15:00:13+00:00,2008,3,4
1121445965,16317406,Chris Dodd,SenChrisDodd,Taking a break from the Banking hearing to vote in favor of the Public Lands Bill,en,Taking a break from the Banking hearing to vote in favor of the Public Lands Bill,2009-01-15 17:14:40+00:00,2008,3,4
1121549970,16317406,Chris Dodd,SenChrisDodd,"The Public Lands Bill passed, extending the designation of the Quinebaug and Shetucket Rivers Valley as a Heritage Corridor through 2015",en,"The Public Lands Bill passed, extending the designation of the Quinebaug and Shetucket Rivers Valley as a Heritage Corridor through 2015",2009-01-15 17:57:27+00:00,2008,3,4
1150545841,16317406,Chris Dodd,SenChrisDodd,The Senate has just confirmed Tim Geithner as Treasury Secretary by a 60 - 34 vote.,en,The Senate has just confirmed Tim Geithner as Treasury Secretary by a 60 - 34 vote.,2009-01-26 23:29:50+00:00,2008,3,4
1100606688,16317406,Chris Dodd,SenChrisDodd,My meeting with Tom underscored what I already knew: he is uniquely qualified to lead the next Administration’s health care reform efforts.,en,My meeting with Tom underscored what I already knew: he is uniquely qualified to lead the next Administration’s health care reform efforts.,2009-01-06 23:32:26+00:00,2008,3,4
1050172457,16317406,Chris Dodd,SenChrisDodd,"Just finalized legislation to stabilize the domestic automobile industry, you can find a summary at http://dodd.senate.gov",en,"Just finalized legislation to stabilize the domestic automobile industry, you can find a summary at http://dodd.senate.gov",2008-12-10 23:16:43+00:00,2008,3,4
1109196617,16317406,Chris Dodd,SenChrisDodd,Visiting with Luvena Leslie of New Haven to congratulate her on receiving tickets to the inauguration of President-Elect Barack Obama.,en,Visiting with Luvena Leslie of New Haven to congratulate her on receiving tickets to the inauguration of President-Elect Barack Obama.,2009-01-10 16:06:24+00:00,2008,3,4
1102278482,16317406,Chris Dodd,SenChrisDodd,"Just announced my health care listening tour, ""Connecticut Prescriptions for Change"" You can find more information at http://dodd.senate.gov",en,"Just announced my health care listening tour, ""Connecticut Prescriptions for Change"" You can find more information at http://dodd.senate.gov",2009-01-07 17:13:18+00:00,2008,3,4
1121127245,16317406,Chris Dodd,SenChrisDodd,"Heading to the Banking Committee to chair a hearing on nominations to the SEC, FED, and CEA. You can watch live on http://dodd.senate.gov",en,"Heading to the Banking Committee to chair a hearing on nominations to the SEC, FED, and CEA. You can watch live on http://dodd.senate.gov",2009-01-15 15:04:30+00:00,2008,3,4
1102282750,16317406,Chris Dodd,SenChrisDodd,I want to hear directly from the people of Connecticut about how we can reform and improve our nation’s health care system.,en,I want to hear directly from the people of Connecticut about how we can reform and improve our nation’s health care system.,2009-01-07 17:15:07+00:00,2008,3,4
1131630711,16317406,Chris Dodd,SenChrisDodd,Had the privilege of meeting with the Trumbull Marching Band this afternoon. Good luck to them in tomorrow's inaugural parade!,en,Had the privilege of meeting with the Trumbull Marching Band this afternoon. Good luck to them in tomorrow's inaugural parade!,2009-01-19 22:37:39+00:00,2008,3,4
1116435285,16317406,Chris Dodd,SenChrisDodd,Announcing a new national report on the inappropriate use of seclusion and restraint on students in American schools.,en,Announcing a new national report on the inappropriate use of seclusion and restraint on students in American schools.,2009-01-13 19:48:03+00:00,2008,3,4
1142897031,16317406,Chris Dodd,SenChrisDodd,Held the first town hall meeting of my Connecticut Prescriptions for Change listening tour this morning and the response was overwhelming.,en,Held the first town hall meeting of my Connecticut Prescriptions for Change listening tour this morning and the response was overwhelming.,2009-01-23 20:11:18+00:00,2008,3,4
1051559205,16317406,Chris Dodd,SenChrisDodd,"Going to the floor to speak about the auto industry rescue package, you can watch the debate live on C-Span2",en,"Going to the floor to speak about the auto industry rescue package, you can watch the debate live on C-Span2",2008-12-11 16:47:53+00:00,2008,3,4
1139126664,16317406,Chris Dodd,SenChrisDodd,On live with Connecticut Public Radio to discuss my CT Prescriptions for Change tour. Check http://dodd.senate.gov for more information.,en,On live with Connecticut Public Radio to discuss my CT Prescriptions for Change tour. Check http://dodd.senate.gov for more information.,2009-01-22 14:23:05+00:00,2008,3,4
1112910973,16317406,Chris Dodd,SenChrisDodd,Going live with the CBS Early Show to discuss the stimulus package.,en,Going live with the CBS Early Show to discuss the stimulus package.,2009-01-12 12:07:31+00:00,2008,3,4
1140308197,16317406,Chris Dodd,SenChrisDodd,We have taken a first step down the long road toward restoring our moral authority.,en,We have taken a first step down the long road toward restoring our moral authority.,2009-01-22 22:02:12+00:00,2008,3,4
1074460281,16317406,Chris Dodd,SenChrisDodd,We are announcing a $14 billion contract awarded to General Dynamics for the construction of 8 Virginia-class submarines.,en,We are announcing a $14 billion contract awarded to General Dynamics for the construction of 8 Virginia-class submarines.,2008-12-23 15:47:17+00:00,2008,3,4
1118857123,16317406,Chris Dodd,SenChrisDodd,Speaking at ceremony to accept the Global Action for Children?s first annual Children?s Champion Award.,en,Speaking at ceremony to accept the Global Action for Children?s first annual Children?s Champion Award.,2009-01-14 18:05:29+00:00,2008,3,4
1152235968,16317406,Chris Dodd,SenChrisDodd,We'll focus on the performance of federal regulators who are expected to police such firms and what can be done to prevent future abuse.,en,We'll focus on the performance of federal regulators who are expected to police such firms and what can be done to prevent future abuse.,2009-01-27 15:09:08+00:00,2008,3,4
2.6603563791904768e+,111216929,Jill Stein,DrJillStein,Still waiting to see if we get that 5%! Thanks for all your support!!,en,Still waiting to see if we get that 5%! Thanks for all your support!!,2012-11-07 04:33:33+00:00,2012,-3,-3
2.6606501773929267e+,111216929,Jill Stein,DrJillStein,We made HUGE strides with a tiny staff (&amp; many volunteers &amp;supporters)! Thanks to everyone from our HQ staff tonight! http://t.co/IAxXJJss,en,We made HUGE strides with a tiny staff (&amp; many volunteers &amp;supporters)! Thanks to everyone from our HQ staff tonight! http://t.co/IAxXJJss,2012-11-07 06:30:18+00:00,2012,-3,-3
