,tweet id,user id,politician name,twitter handle,tweet text,tweet original lang,tweet created,election
51,1131215289,15416505,Mike Huckabee,GovMikeHuckabee,Blog: CA Facebook Group Forms http://tinyurl.com/9sbe37,en,2009-01-19 19:38:21+00:00,2008
52,1116688395,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Walking The Extra Mile http://tinyurl.com/77vrt3,en,2009-01-13 21:39:11+00:00,2008
53,1156577049,15416505,Mike Huckabee,GovMikeHuckabee,Blog: $1+ Trillion Stimulus? http://tinyurl.com/bsbdjz,cy,2009-01-28 21:41:42+00:00,2008
54,1157598582,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Looking For Grassroots Coordinators http://tinyurl.com/cw5gmd,en,2009-01-29 04:40:29+00:00,2008
55,1105945592,15416505,Mike Huckabee,GovMikeHuckabee,Blog: 1600+ Volunteers And Counting http://tinyurl.com/8afok3,en,2009-01-09 03:38:06+00:00,2008
56,1129389569,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Come Together, Join the Team http://tinyurl.com/7qv28u",en,2009-01-19 01:38:30+00:00,2008
57,1147834912,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""I Can Make A Real Difference"" http://tinyurl.com/bsm66f",en,2009-01-26 00:38:00+00:00,2008
58,1152330427,15416505,Mike Huckabee,GovMikeHuckabee,Blog: I Believe In Mike Huckabee http://tinyurl.com/dl8onv,en,2009-01-27 15:42:49+00:00,2008
59,1117310706,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Featured Candidate: Bob McDonnell http://tinyurl.com/a3nbfa,en,2009-01-14 02:35:57+00:00,2008
60,1095266800,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Volunteer Team Update http://tinyurl.com/85x3xx,nl,2009-01-04 15:36:29+00:00,2008
61,1158558133,15416505,Mike Huckabee,GovMikeHuckabee,@KG4ZXK thank you!,en,2009-01-29 14:36:40+00:00,2008
62,1124509685,15416505,Mike Huckabee,GovMikeHuckabee,"Pushing for 3,000 National Volunteer Team members by jan. 31...770 to go...please join today at www.huckpacvolunteer.com...",en,2009-01-16 19:43:29+00:00,2008
63,1136631286,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: 2,555 Volunteers And Counting... http://tinyurl.com/9up6tl",en,2009-01-21 16:43:44+00:00,2008
64,1109344407,15416505,Mike Huckabee,GovMikeHuckabee,Blog: 1800+ Volunteers And Counting http://tinyurl.com/8alvvb,en,2009-01-10 17:35:52+00:00,2008
65,1118358381,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""HuckPAC Is Leading The Way"" http://tinyurl.com/9yrf4g",en,2009-01-14 14:40:16+00:00,2008
66,1131494543,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Obama's ""Permanent Campaign"" http://tinyurl.com/96xgpw",en,2009-01-19 21:38:13+00:00,2008
67,1126280458,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Missouri Facebook Group Forms http://tinyurl.com/8xyfoo,en,2009-01-17 15:37:45+00:00,2008
68,1118358224,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Meet Our Team http://tinyurl.com/9nuu48,en,2009-01-14 14:40:12+00:00,2008
69,1133930295,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: ""It Will Be A Long Journey"" http://tinyurl.com/a2wjm3",en,2009-01-20 17:42:00+00:00,2008
70,1111066642,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: Closing In On 2,000 http://tinyurl.com/75bxmr",en,2009-01-11 15:35:28+00:00,2008
71,1158576967,15416505,Mike Huckabee,GovMikeHuckabee,Blog: More Than Just My Vote http://tinyurl.com/bx6qdc,en,2009-01-29 14:43:59+00:00,2008
72,1156901994,15416505,Mike Huckabee,GovMikeHuckabee,Blog: **24 Hour Fundraising Countdown** http://tinyurl.com/csxlbs,en,2009-01-28 23:39:31+00:00,2008
73,1148065433,15416505,Mike Huckabee,GovMikeHuckabee,"Blog: 244 Volunteers away from 3,000! http://tinyurl.com/bntyf9",en,2009-01-26 02:39:29+00:00,2008
74,1142352290,15416505,Mike Huckabee,GovMikeHuckabee,Blog: Video: I'm A Huck PAC Volunteer http://tinyurl.com/blap4h,en,2009-01-23 16:41:29+00:00,2008
75,1140305615,16317406,Chris Dodd,SenChrisDodd,I applaud President Obama's executive order to close the U.S. military prison at Guantanamo Bay.,en,2009-01-22 22:01:08+00:00,2008
76,1053869644,16317406,Chris Dodd,SenChrisDodd,You can watch my auto rescue package floor statement from last night on YouTube: http://tinyurl.com/5r7fbe,en,2008-12-12 18:15:45+00:00,2008
77,1118859336,16317406,Chris Dodd,SenChrisDodd,"I'm receiving the award for authoring ""The Global Child Survival Act"" and my work on similar legislation.",en,2009-01-14 18:06:24+00:00,2008
78,1101967708,16317406,Chris Dodd,SenChrisDodd,"Walking down to the Russell Rotunda for an interview with MSNBC. I'll be on live at 10:01 EST, hope you can tune in.",en,2009-01-07 14:55:51+00:00,2008
79,1053894707,16317406,Chris Dodd,SenChrisDodd,"heading down to the Russell Rotunda for an interview with MSNBC, I'll be live with them shortly",en,2008-12-12 18:29:11+00:00,2008
80,1104493878,16317406,Chris Dodd,SenChrisDodd,Heading over to the HELP Cmte. for Tom Daschle's nomination hearing for HHS Secretary. You can watch it live on http://dodd.senate.gov,en,2009-01-08 15:00:13+00:00,2008
81,1121445965,16317406,Chris Dodd,SenChrisDodd,Taking a break from the Banking hearing to vote in favor of the Public Lands Bill,en,2009-01-15 17:14:40+00:00,2008
82,1121549970,16317406,Chris Dodd,SenChrisDodd,"The Public Lands Bill passed, extending the designation of the Quinebaug and Shetucket Rivers Valley as a Heritage Corridor through 2015",en,2009-01-15 17:57:27+00:00,2008
83,1150545841,16317406,Chris Dodd,SenChrisDodd,The Senate has just confirmed Tim Geithner as Treasury Secretary by a 60 - 34 vote.,en,2009-01-26 23:29:50+00:00,2008
84,1100606688,16317406,Chris Dodd,SenChrisDodd,My meeting with Tom underscored what I already knew: he is uniquely qualified to lead the next Administration’s health care reform efforts.,en,2009-01-06 23:32:26+00:00,2008
85,1050172457,16317406,Chris Dodd,SenChrisDodd,"Just finalized legislation to stabilize the domestic automobile industry, you can find a summary at http://dodd.senate.gov",en,2008-12-10 23:16:43+00:00,2008
86,1109196617,16317406,Chris Dodd,SenChrisDodd,Visiting with Luvena Leslie of New Haven to congratulate her on receiving tickets to the inauguration of President-Elect Barack Obama.,en,2009-01-10 16:06:24+00:00,2008
87,1102278482,16317406,Chris Dodd,SenChrisDodd,"Just announced my health care listening tour, ""Connecticut Prescriptions for Change"" You can find more information at http://dodd.senate.gov",en,2009-01-07 17:13:18+00:00,2008
88,1121127245,16317406,Chris Dodd,SenChrisDodd,"Heading to the Banking Committee to chair a hearing on nominations to the SEC, FED, and CEA. You can watch live on http://dodd.senate.gov",en,2009-01-15 15:04:30+00:00,2008
89,1102282750,16317406,Chris Dodd,SenChrisDodd,I want to hear directly from the people of Connecticut about how we can reform and improve our nation’s health care system.,en,2009-01-07 17:15:07+00:00,2008
90,1131630711,16317406,Chris Dodd,SenChrisDodd,Had the privilege of meeting with the Trumbull Marching Band this afternoon. Good luck to them in tomorrow's inaugural parade!,en,2009-01-19 22:37:39+00:00,2008
91,1116435285,16317406,Chris Dodd,SenChrisDodd,Announcing a new national report on the inappropriate use of seclusion and restraint on students in American schools.,en,2009-01-13 19:48:03+00:00,2008
92,1142897031,16317406,Chris Dodd,SenChrisDodd,Held the first town hall meeting of my Connecticut Prescriptions for Change listening tour this morning and the response was overwhelming.,en,2009-01-23 20:11:18+00:00,2008
93,1051559205,16317406,Chris Dodd,SenChrisDodd,"Going to the floor to speak about the auto industry rescue package, you can watch the debate live on C-Span2",en,2008-12-11 16:47:53+00:00,2008
94,1139126664,16317406,Chris Dodd,SenChrisDodd,On live with Connecticut Public Radio to discuss my CT Prescriptions for Change tour. Check http://dodd.senate.gov for more information.,en,2009-01-22 14:23:05+00:00,2008
95,1112910973,16317406,Chris Dodd,SenChrisDodd,Going live with the CBS Early Show to discuss the stimulus package.,en,2009-01-12 12:07:31+00:00,2008
96,1140308197,16317406,Chris Dodd,SenChrisDodd,We have taken a first step down the long road toward restoring our moral authority.,en,2009-01-22 22:02:12+00:00,2008
97,1074460281,16317406,Chris Dodd,SenChrisDodd,We are announcing a $14 billion contract awarded to General Dynamics for the construction of 8 Virginia-class submarines.,en,2008-12-23 15:47:17+00:00,2008
98,1118857123,16317406,Chris Dodd,SenChrisDodd,Speaking at ceremony to accept the Global Action for Children?s first annual Children?s Champion Award.,en,2009-01-14 18:05:29+00:00,2008
99,1152235968,16317406,Chris Dodd,SenChrisDodd,We'll focus on the performance of federal regulators who are expected to police such firms and what can be done to prevent future abuse.,en,2009-01-27 15:09:08+00:00,2008
100,266035637919047681,111216929,Jill Stein,DrJillStein,Still waiting to see if we get that 5%! Thanks for all your support!!,en,2012-11-07 04:33:33+00:00,2012
101,266065017739292673,111216929,Jill Stein,DrJillStein,We made HUGE strides with a tiny staff (&amp; many volunteers &amp;supporters)! Thanks to everyone from our HQ staff tonight! http://t.co/IAxXJJss,en,2012-11-07 06:30:18+00:00,2012
102,266345541175218177,111216929,Jill Stein,DrJillStein,"We were outspent 5,000-to-1 and each staffer did the work of many. Meet the tiny team behind our historic campaign: http://t.co/SlK0m44w",en,2012-11-08 01:05:00+00:00,2012
103,265994530241777664,111216929,Jill Stein,DrJillStein,"""If we sacrifice liberty for the sake of security, we will wind up losing both."" Benjamin Franklin #Wikileaks #NowThatsADebate",en,2012-11-07 01:50:12+00:00,2012
104,266061844983185408,111216929,Jill Stein,DrJillStein,PHOTO from @JillStein2012 HQ tonight! http://t.co/lWzMxZ17,en,2012-11-07 06:17:41+00:00,2012
105,266015163092697089,111216929,Jill Stein,DrJillStein,"RT @thefabledgamer: Here are the numbers according to Google.  Just click ""show all candidates. http://t.co/QdNmO6Io #election2012",en,2012-11-07 03:12:11+00:00,2012
106,265985735197331457,111216929,Jill Stein,DrJillStein,Be seen being #Green! Join events across the US! (or host your own!) http://t.co/iITSeNz4 #MakeYourVoteCount PLS RT,en,2012-11-07 01:15:15+00:00,2012
107,266012288358682624,111216929,Jill Stein,DrJillStein,VIDEO: Open Letter To Michael Moore @MMFlint : Drop #Obama &amp; Go #Green via @dennistrainorjr http://t.co/vy9iJk0x PLS RT,en,2012-11-07 03:00:46+00:00,2012
108,266032063646404613,111216929,Jill Stein,DrJillStein,LIVE Google+ hangout NOW - @JillStein2012 &amp; @CheriHonkala reminisce about the campaign (&amp; civil disobedience) http://t.co/eTtdIRuM #DNVote,en,2012-11-07 04:19:21+00:00,2012
109,265973137726926849,111216929,Jill Stein,DrJillStein,"Excellent map &amp; guide to avoid (or report) problems yourself! #Voter Suppression, Explained via @MotherJones http://t.co/ey1Y3cGk PLS RT",en,2012-11-07 00:25:12+00:00,2012
110,266028654767767552,111216929,Jill Stein,DrJillStein,JOIN US NOW! Live Chat w/ #GreenParty candidates @JillStein2012 &amp; @CheriHonkala http://t.co/bI1snBu5 #DNvote #Election2012 #p2,en,2012-11-07 04:05:48+00:00,2012
111,266030940743159811,111216929,Jill Stein,DrJillStein,Join the live chat now! Listen to how the #GreenParty is growing!! Celebrate with @JillStein2012 http://t.co/yFh5JhqC #VoteGreen,en,2012-11-07 04:14:53+00:00,2012
112,268920039489548288,111216929,Jill Stein,DrJillStein,Please be sure to connect w/ the national #GreenParty to stay connected to our efforts! Follow @GPUS &amp; Like on Facebook http://t.co/OtrdZOk2,en,2012-11-15 03:35:08+00:00,2012
113,265964461536473088,111216929,Jill Stein,DrJillStein,Be Seen Being #Green! Check out @JillStein2012 supporters from across the US standing up for a #GreenNewDeal - join us! http://t.co/qMhj5Vgf,en,2012-11-06 23:50:43+00:00,2012
114,266041794230374400,111216929,Jill Stein,DrJillStein,@sheepdog_jl It guarantees $20 million in federal funding next time around. Total game changer!,en,2012-11-07 04:58:01+00:00,2012
115,265988130237194240,111216929,Jill Stein,DrJillStein,Live #GreenParty Election night coverage 8pm EST 5pm PST Guests like @CheriHonkala &amp; Live Chat http://t.co/xex8yuvk #ows #p2 #election2012,en,2012-11-07 01:24:46+00:00,2012
116,265991135552483329,111216929,Jill Stein,DrJillStein,"@daveparnell_ If we get 5%, it will be a serious game-changer for US politics!",en,2012-11-07 01:36:43+00:00,2012
117,266034261109391361,111216929,Jill Stein,DrJillStein,LIVE NOW! Election Night Hangout with @JillStein2012 talks about navigating through #Sandy - YouTube http://t.co/2A4FYm8W,en,2012-11-07 04:28:05+00:00,2012
118,266027541519798272,111216929,Jill Stein,DrJillStein,LIVE NOW! Election Night Google+ Hangout with @JillStein2012 and @CheriHonkala - YouTube http://t.co/N1yEC7s2,en,2012-11-07 04:01:23+00:00,2012
119,268831915526729729,111216929,Jill Stein,DrJillStein,Happy Anniversary! RT @cheenoguy: @jillstein2012 Can my wife @Happy2bMelMel get anniversary wishes from the lady she wrote in for president?,en,2012-11-14 21:44:57+00:00,2012
120,266022073745432576,111216929,Jill Stein,DrJillStein,@ayla31885 Here's one site to check: http://t.co/QdNmO6Io,en,2012-11-07 03:39:39+00:00,2012
121,268073398767325184,111216929,Jill Stein,DrJillStein,@number1framer Read this to find out numbers and all of our collective achievements - http://t.co/XLD5lTej,en,2012-11-12 19:30:53+00:00,2012
122,266005016786132992,111216929,Jill Stein,DrJillStein,@laylamayville Search results by state here: http://t.co/b4F7qRvQ,en,2012-11-07 02:31:52+00:00,2012
123,293748321879744514,813286,Barack Obama,BarackObama,"""This party is just another way to say something we can never say enough: thank you."" —The President at last night's ball for servicemembers",en,2013-01-22 15:53:52+00:00,2012
124,296677853456633857,813286,Barack Obama,BarackObama,We are a nation of immigrants. http://t.co/W1K7uVMk,en,2013-01-30 17:54:47+00:00,2012
125,293431821985792000,813286,Barack Obama,BarackObama,You can watch President Obama's second inaugural address in full here: http://t.co/6MKXqGso,en,2013-01-21 18:56:12+00:00,2012
126,295973340194144258,813286,Barack Obama,BarackObama,"""If, like me, you want this time to be different, then I need your help to make it different."" http://t.co/FRbetntJ #NowIsTheTime",en,2013-01-28 19:15:17+00:00,2012
127,296344888117690368,813286,Barack Obama,BarackObama,"""We define ourselves as a nation of immigrants."" —President Obama",en,2013-01-29 19:51:41+00:00,2012
128,293404518945783808,813286,Barack Obama,BarackObama,Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote.,en,2013-01-21 17:07:43+00:00,2012
129,293405590468845570,813286,Barack Obama,BarackObama,"Thank you, God Bless you, and may He forever bless these United States of America.",en,2013-01-21 17:11:58+00:00,2012
130,293418746826088449,813286,Barack Obama,BarackObama,The full text of President Obama's second inaugural address: http://t.co/UgzSItjK,en,2013-01-21 18:04:15+00:00,2012
131,293404594669760512,813286,Barack Obama,BarackObama,Our journey is not complete until we find a better way to welcome the immigrants who still see America as a land of opportunity.,en,2013-01-21 17:08:01+00:00,2012
132,296766284199256064,813286,Barack Obama,BarackObama,"""Be courageous. Americans are counting on you."" — @GabbyGiffords urging the Senate today to take action on gun violence http://t.co/RkBiJnu5",en,2013-01-30 23:46:11+00:00,2012
133,294495649225904129,813286,Barack Obama,BarackObama,The President's view on Monday: http://t.co/09kJVJSz,en,2013-01-24 17:23:29+00:00,2012
134,296347283660890113,813286,Barack Obama,BarackObama,"""A lot of folks forget that most of ‘us’ used to be ‘them.’"" —President Obama",en,2013-01-29 20:01:12+00:00,2012
135,296345486229659650,813286,Barack Obama,BarackObama,"""We have to make sure that every business &amp; every worker in America is playing by the same set of rules.""—President Obama #immigrationreform",en,2013-01-29 19:54:04+00:00,2012
136,295586966962044928,813286,Barack Obama,BarackObama,Photo of the day: Bo in the snow. http://t.co/ptHilNP0,en,2013-01-27 17:39:59+00:00,2012
137,293405024229404673,813286,Barack Obama,BarackObama,"We cannot mistake absolutism for principle, or substitute spectacle for politics, or treat name-calling as reasoned debate.",en,2013-01-21 17:09:43+00:00,2012
138,293405406661857281,813286,Barack Obama,BarackObama,"You and I, as citizens, have the obligation to shape the debates of our time.",en,2013-01-21 17:11:14+00:00,2012
139,293405000087003137,813286,Barack Obama,BarackObama,"Decisions are upon us, and we cannot afford delay.",en,2013-01-21 17:09:37+00:00,2012
140,296346457085181952,813286,Barack Obama,BarackObama,"""Second, we have to deal with the 11 million individuals who are here illegally."" —President Obama #immigrationreform",en,2013-01-29 19:57:55+00:00,2012
141,296348403284185089,813286,Barack Obama,BarackObama,"""This is not just a debate about policy. It's about people."" —President Obama #immigrationreform",en,2013-01-29 20:05:39+00:00,2012
142,293421761431732224,813286,Barack Obama,BarackObama,"""I want to look out one more time. I'll never see this again."" http://t.co/dtXQSefV",en,2013-01-21 18:16:14+00:00,2012
143,296346374067335169,813286,Barack Obama,BarackObama,"""First, I believe we need to stay focused on enforcement."" —President Obama #immigrationreform",en,2013-01-29 19:57:36+00:00,2012
144,293765931858022401,813286,Barack Obama,BarackObama,"""You and I, as citizens, have the power to set this country's course."" http://t.co/u6F8mAgf",en,2013-01-22 17:03:50+00:00,2012
145,294840782932815872,813286,Barack Obama,BarackObama,RT if you support President Obama's plan to reduce gun violence: http://t.co/IK9uObVf,en,2013-01-25 16:14:55+00:00,2012
146,296352888400277504,813286,Barack Obama,BarackObama,RT if you agree: We need an immigration system that honors our heritage as a nation of laws &amp; a nation of immigrants. http://t.co/uIHrgq9S,en,2013-01-29 20:23:29+00:00,2012
147,294870677339648002,813286,Barack Obama,BarackObama,Make sure your senators know you support the President's plan to reduce gun violence—call them now: http://t.co/mkoQcjdl,en,2013-01-25 18:13:42+00:00,2012
148,265505559409721344,50055701,Mitt Romney,MittRomney,Tomorrow is Election Day. Help us deliver a brighter future for all Americans. Volunteer: http://t.co/hXWMP4Mt,en,2012-11-05 17:27:12+00:00,2012
149,265848824709394433,50055701,Mitt Romney,MittRomney,This is it. Make sure you vote today. Find your polling location: http://t.co/uYh0QcDS http://t.co/azS2chbB,en,2012-11-06 16:11:14+00:00,2012
150,265934989449904128,50055701,Mitt Romney,MittRomney,It’s time to turn the page on the last four years. Get your friends and family and go vote: http://t.co/uYh0QcDS,en,2012-11-06 21:53:36+00:00,2012
